"Plot Title: Pine Creek North"
"#","Date Time, GMT-06:00","Avg: Temperature, °F (LGR S/N: 10719008)","Coupler Detached (LGR S/N: 10719008)","Coupler Attached (LGR S/N: 10719008)","Stopped (LGR S/N: 10719008)","End Of File (LGR S/N: 10719008)"
101,07/14/15 04:00:00 AM,61.720,,,,
102,07/14/15 05:00:00 AM,61.248,,,,
103,07/14/15 06:00:00 AM,60.818,,,,
104,07/14/15 07:00:00 AM,60.474,,,,
105,07/14/15 08:00:00 AM,60.260,,,,
106,07/14/15 09:00:00 AM,60.174,,,,
107,07/14/15 10:00:00 AM,60.303,,,,
108,07/14/15 11:00:00 AM,60.561,,,,
109,07/14/15 12:00:00 PM,61.032,,,,
110,07/14/15 01:00:00 PM,61.761,,,,
111,07/14/15 02:00:00 PM,62.533,,,,
112,07/14/15 03:00:00 PM,63.390,,,,
113,07/14/15 04:00:00 PM,64.418,,,,
114,07/14/15 05:00:00 PM,65.316,,,,
115,07/14/15 06:00:00 PM,66.087,,,,
116,07/14/15 07:00:00 PM,66.686,,,,
117,07/14/15 08:00:00 PM,66.943,,,,
118,07/14/15 09:00:00 PM,66.729,,,,
119,07/14/15 10:00:00 PM,66.214,,,,
120,07/14/15 11:00:00 PM,65.574,,,,
121,07/15/15 12:00:00 AM,64.888,,,,
122,07/15/15 01:00:00 AM,64.204,,,,
123,07/15/15 02:00:00 AM,63.648,,,,
124,07/15/15 03:00:00 AM,63.090,,,,
125,07/15/15 04:00:00 AM,62.577,,,,
126,07/15/15 05:00:00 AM,62.191,,,,
127,07/15/15 06:00:00 AM,61.761,,,,
128,07/15/15 07:00:00 AM,61.506,,,,
129,07/15/15 08:00:00 AM,61.419,,,,
130,07/15/15 09:00:00 AM,61.590,,,,
131,07/15/15 10:00:00 AM,61.848,,,,
132,07/15/15 11:00:00 AM,62.191,,,,
133,07/15/15 12:00:00 PM,62.533,,,,
134,07/15/15 01:00:00 PM,62.875,,,,
135,07/15/15 02:00:00 PM,63.390,,,,
136,07/15/15 03:00:00 PM,63.990,,,,
137,07/15/15 04:00:00 PM,64.247,,,,
138,07/15/15 05:00:00 PM,64.546,,,,
139,07/15/15 06:00:00 PM,64.803,,,,
140,07/15/15 07:00:00 PM,64.845,,,,
141,07/15/15 08:00:00 PM,64.589,,,,
142,07/15/15 09:00:00 PM,64.117,,,,
143,07/15/15 10:00:00 PM,63.475,,,,
144,07/15/15 11:00:00 PM,62.791,,,,
145,07/16/15 12:00:00 AM,61.977,,,,
146,07/16/15 01:00:00 AM,61.506,,,,
147,07/16/15 02:00:00 AM,61.376,,,,
148,07/16/15 03:00:00 AM,61.205,,,,
149,07/16/15 04:00:00 AM,60.991,,,,
150,07/16/15 05:00:00 AM,60.775,,,,
151,07/16/15 06:00:00 AM,60.561,,,,
152,07/16/15 07:00:00 AM,60.303,,,,
153,07/16/15 08:00:00 AM,60.089,,,,
154,07/16/15 09:00:00 AM,59.873,,,,
155,07/16/15 10:00:00 AM,59.788,,,,
156,07/16/15 11:00:00 AM,59.788,,,,
157,07/16/15 12:00:00 PM,59.959,,,,
158,07/16/15 01:00:00 PM,60.390,,,,
159,07/16/15 02:00:00 PM,60.991,,,,
160,07/16/15 03:00:00 PM,61.848,,,,
161,07/16/15 04:00:00 PM,62.834,,,,
162,07/16/15 05:00:00 PM,63.561,,,,
163,07/16/15 06:00:00 PM,64.074,,,,
164,07/16/15 07:00:00 PM,64.459,,,,
165,07/16/15 08:00:00 PM,64.760,,,,
166,07/16/15 09:00:00 PM,64.845,,,,
167,07/16/15 10:00:00 PM,64.674,,,,
168,07/16/15 11:00:00 PM,64.332,,,,
169,07/17/15 12:00:00 AM,63.903,,,,
170,07/17/15 01:00:00 AM,63.390,,,,
171,07/17/15 02:00:00 AM,62.962,,,,
172,07/17/15 03:00:00 AM,62.490,,,,
173,07/17/15 04:00:00 AM,62.062,,,,
174,07/17/15 05:00:00 AM,61.633,,,,
175,07/17/15 06:00:00 AM,61.248,,,,
176,07/17/15 07:00:00 AM,60.861,,,,
177,07/17/15 08:00:00 AM,60.604,,,,
178,07/17/15 09:00:00 AM,60.390,,,,
179,07/17/15 10:00:00 AM,60.346,,,,
180,07/17/15 11:00:00 AM,60.474,,,,
181,07/17/15 12:00:00 PM,60.775,,,,
182,07/17/15 01:00:00 PM,61.333,,,,
183,07/17/15 02:00:00 PM,62.148,,,,
184,07/17/15 03:00:00 PM,63.133,,,,
185,07/17/15 04:00:00 PM,64.074,,,,
186,07/17/15 05:00:00 PM,64.589,,,,
187,07/17/15 06:00:00 PM,64.717,,,,
188,07/17/15 07:00:00 PM,64.717,,,,
189,07/17/15 08:00:00 PM,64.589,,,,
190,07/17/15 09:00:00 PM,64.247,,,,
191,07/17/15 10:00:00 PM,63.903,,,,
192,07/17/15 11:00:00 PM,63.475,,,,
193,07/18/15 12:00:00 AM,63.005,,,,
194,07/18/15 01:00:00 AM,62.577,,,,
195,07/18/15 02:00:00 AM,62.105,,,,
196,07/18/15 03:00:00 AM,61.633,,,,
197,07/18/15 04:00:00 AM,61.248,,,,
198,07/18/15 05:00:00 AM,60.861,,,,
199,07/18/15 06:00:00 AM,60.474,,,,
200,07/18/15 07:00:00 AM,60.132,,,,
201,07/18/15 08:00:00 AM,59.830,,,,
202,07/18/15 09:00:00 AM,59.616,,,,
203,07/18/15 10:00:00 AM,59.572,,,,
204,07/18/15 11:00:00 AM,59.659,,,,
205,07/18/15 12:00:00 PM,59.916,,,,
206,07/18/15 01:00:00 PM,60.390,,,,
207,07/18/15 02:00:00 PM,61.119,,,,
208,07/18/15 03:00:00 PM,61.977,,,,
209,07/18/15 04:00:00 PM,62.834,,,,
210,07/18/15 05:00:00 PM,63.561,,,,
211,07/18/15 06:00:00 PM,64.117,,,,
212,07/18/15 07:00:00 PM,64.418,,,,
213,07/18/15 08:00:00 PM,64.375,,,,
214,07/18/15 09:00:00 PM,64.074,,,,
215,07/18/15 10:00:00 PM,63.648,,,,
216,07/18/15 11:00:00 PM,63.219,,,,
217,07/19/15 12:00:00 AM,62.704,,,,
218,07/19/15 01:00:00 AM,62.148,,,,
219,07/19/15 02:00:00 AM,61.547,,,,
220,07/19/15 03:00:00 AM,60.991,,,,
221,07/19/15 04:00:00 AM,60.433,,,,
222,07/19/15 05:00:00 AM,59.873,,,,
223,07/19/15 06:00:00 AM,59.401,,,,
224,07/19/15 07:00:00 AM,58.971,,,,
225,07/19/15 08:00:00 AM,58.798,,,,
226,07/19/15 09:00:00 AM,58.798,,,,
227,07/19/15 10:00:00 AM,58.928,,,,
228,07/19/15 11:00:00 AM,59.315,,,,
229,07/19/15 12:00:00 PM,59.873,,,,
230,07/19/15 01:00:00 PM,60.517,,,,
231,07/19/15 02:00:00 PM,61.419,,,,
232,07/19/15 03:00:00 PM,62.791,,,,
233,07/19/15 04:00:00 PM,64.117,,,,
234,07/19/15 05:00:00 PM,65.102,,,,
235,07/19/15 06:00:00 PM,66.087,,,,
236,07/19/15 07:00:00 PM,66.429,,,,
237,07/19/15 08:00:00 PM,66.214,,,,
238,07/19/15 09:00:00 PM,65.745,,,,
239,07/19/15 10:00:00 PM,64.931,,,,
240,07/19/15 11:00:00 PM,64.074,,,,
241,07/20/15 12:00:00 AM,63.176,,,,
242,07/20/15 01:00:00 AM,62.362,,,,
243,07/20/15 02:00:00 AM,61.590,,,,
244,07/20/15 03:00:00 AM,60.948,,,,
245,07/20/15 04:00:00 AM,60.260,,,,
246,07/20/15 05:00:00 AM,59.529,,,,
247,07/20/15 06:00:00 AM,58.798,,,,
248,07/20/15 07:00:00 AM,58.455,,,,
249,07/20/15 08:00:00 AM,58.325,,,,
250,07/20/15 09:00:00 AM,58.971,,,,
251,07/20/15 10:00:00 AM,59.873,,,,
252,07/20/15 11:00:00 AM,61.290,,,,
253,07/20/15 12:00:00 PM,63.176,,,,
254,07/20/15 01:00:00 PM,65.017,,,,
255,07/20/15 02:00:00 PM,67.500,,,,
256,07/20/15 03:00:00 PM,69.213,,,,
257,07/20/15 04:00:00 PM,69.728,,,,
258,07/20/15 05:00:00 PM,69.901,,,,
259,07/20/15 06:00:00 PM,69.942,,,,
260,07/20/15 07:00:00 PM,69.129,,,,
261,07/20/15 08:00:00 PM,68.013,,,,
262,07/20/15 09:00:00 PM,66.515,,,,
263,07/20/15 10:00:00 PM,64.974,,,,
264,07/20/15 11:00:00 PM,63.604,,,,
265,07/21/15 12:00:00 AM,62.406,,,,
266,07/21/15 01:00:00 AM,61.590,,,,
267,07/21/15 02:00:00 AM,60.775,,,,
268,07/21/15 03:00:00 AM,60.303,,,,
269,07/21/15 04:00:00 AM,59.873,,,,
270,07/21/15 05:00:00 AM,59.486,,,,
271,07/21/15 06:00:00 AM,59.185,,,,
272,07/21/15 07:00:00 AM,59.056,,,,
273,07/21/15 08:00:00 AM,59.014,,,,
274,07/21/15 09:00:00 AM,59.142,,,,
275,07/21/15 10:00:00 AM,59.315,,,,
276,07/21/15 11:00:00 AM,59.445,,,,
277,07/21/15 12:00:00 PM,59.659,,,,
278,07/21/15 01:00:00 PM,59.702,,,,
279,07/21/15 02:00:00 PM,59.659,,,,
280,07/21/15 03:00:00 PM,59.616,,,,
281,07/21/15 04:00:00 PM,59.529,,,,
282,07/21/15 05:00:00 PM,59.529,,,,
283,07/21/15 06:00:00 PM,59.529,,,,
284,07/21/15 07:00:00 PM,59.529,,,,
285,07/21/15 08:00:00 PM,59.529,,,,
286,07/21/15 09:00:00 PM,59.529,,,,
287,07/21/15 10:00:00 PM,59.486,,,,
288,07/21/15 11:00:00 PM,59.401,,,,
289,07/22/15 12:00:00 AM,59.272,,,,
290,07/22/15 01:00:00 AM,59.142,,,,
291,07/22/15 02:00:00 AM,58.971,,,,
292,07/22/15 03:00:00 AM,58.798,,,,
293,07/22/15 04:00:00 AM,58.582,,,,
294,07/22/15 05:00:00 AM,58.411,,,,
295,07/22/15 06:00:00 AM,58.195,,,,
296,07/22/15 07:00:00 AM,57.979,,,,
297,07/22/15 08:00:00 AM,57.765,,,,
298,07/22/15 09:00:00 AM,57.722,,,,
299,07/22/15 10:00:00 AM,57.722,,,,
300,07/22/15 11:00:00 AM,57.936,,,,
301,07/22/15 12:00:00 PM,58.325,,,,
302,07/22/15 01:00:00 PM,59.014,,,,
303,07/22/15 02:00:00 PM,59.873,,,,
304,07/22/15 03:00:00 PM,60.775,,,,
305,07/22/15 04:00:00 PM,61.677,,,,
306,07/22/15 05:00:00 PM,62.362,,,,
307,07/22/15 06:00:00 PM,63.090,,,,
308,07/22/15 07:00:00 PM,63.648,,,,
309,07/22/15 08:00:00 PM,64.117,,,,
310,07/22/15 09:00:00 PM,64.247,,,,
311,07/22/15 10:00:00 PM,64.204,,,,
312,07/22/15 11:00:00 PM,63.990,,,,
313,07/23/15 12:00:00 AM,63.689,,,,
314,07/23/15 01:00:00 AM,63.262,,,,
315,07/23/15 02:00:00 AM,62.875,,,,
316,07/23/15 03:00:00 AM,62.447,,,,
317,07/23/15 04:00:00 AM,62.062,,,,
318,07/23/15 05:00:00 AM,61.590,,,,
319,07/23/15 06:00:00 AM,61.205,,,,
320,07/23/15 07:00:00 AM,60.818,,,,
321,07/23/15 08:00:00 AM,60.474,,,,
322,07/23/15 09:00:00 AM,60.303,,,,
323,07/23/15 10:00:00 AM,60.433,,,,
324,07/23/15 11:00:00 AM,60.733,,,,
325,07/23/15 12:00:00 PM,61.162,,,,
326,07/23/15 01:00:00 PM,61.848,,,,
327,07/23/15 02:00:00 PM,62.490,,,,
328,07/23/15 03:00:00 PM,63.262,,,,
329,07/23/15 04:00:00 PM,63.946,,,,
330,07/23/15 05:00:00 PM,64.503,,,,
331,07/23/15 06:00:00 PM,65.017,,,,
332,07/23/15 07:00:00 PM,65.403,,,,
333,07/23/15 08:00:00 PM,65.574,,,,
334,07/23/15 09:00:00 PM,65.615,,,,
335,07/23/15 10:00:00 PM,65.444,,,,
336,07/23/15 11:00:00 PM,65.188,,,,
337,07/24/15 12:00:00 AM,64.760,,,,
338,07/24/15 01:00:00 AM,64.288,,,,
339,07/24/15 02:00:00 AM,63.819,,,,
340,07/24/15 03:00:00 AM,63.262,,,,
341,07/24/15 04:00:00 AM,62.791,,,,
342,07/24/15 05:00:00 AM,62.319,,,,
343,07/24/15 06:00:00 AM,61.848,,,,
344,07/24/15 07:00:00 AM,61.419,,,,
345,07/24/15 08:00:00 AM,61.075,,,,
346,07/24/15 09:00:00 AM,60.861,,,,
347,07/24/15 10:00:00 AM,60.775,,,,
348,07/24/15 11:00:00 AM,60.904,,,,
349,07/24/15 12:00:00 PM,61.162,,,,
350,07/24/15 01:00:00 PM,61.633,,,,
351,07/24/15 02:00:00 PM,62.319,,,,
352,07/24/15 03:00:00 PM,63.090,,,,
353,07/24/15 04:00:00 PM,63.946,,,,
354,07/24/15 05:00:00 PM,64.760,,,,
355,07/24/15 06:00:00 PM,65.444,,,,
356,07/24/15 07:00:00 PM,66.000,,,,
357,07/24/15 08:00:00 PM,66.301,,,,
358,07/24/15 09:00:00 PM,66.258,,,,
359,07/24/15 10:00:00 PM,66.043,,,,
360,07/24/15 11:00:00 PM,65.701,,,,
361,07/25/15 12:00:00 AM,65.273,,,,
362,07/25/15 01:00:00 AM,64.803,,,,
363,07/25/15 02:00:00 AM,64.375,,,,
364,07/25/15 03:00:00 AM,63.903,,,,
365,07/25/15 04:00:00 AM,63.475,,,,
366,07/25/15 05:00:00 AM,63.048,,,,
367,07/25/15 06:00:00 AM,62.661,,,,
368,07/25/15 07:00:00 AM,62.319,,,,
369,07/25/15 08:00:00 AM,62.062,,,,
370,07/25/15 09:00:00 AM,61.848,,,,
371,07/25/15 10:00:00 AM,61.761,,,,
372,07/25/15 11:00:00 AM,61.848,,,,
373,07/25/15 12:00:00 PM,62.105,,,,
374,07/25/15 01:00:00 PM,62.577,,,,
375,07/25/15 02:00:00 PM,63.262,,,,
376,07/25/15 03:00:00 PM,64.161,,,,
377,07/25/15 04:00:00 PM,65.059,,,,
378,07/25/15 05:00:00 PM,65.701,,,,
379,07/25/15 06:00:00 PM,66.043,,,,
380,07/25/15 07:00:00 PM,66.173,,,,
381,07/25/15 08:00:00 PM,66.173,,,,
382,07/25/15 09:00:00 PM,66.000,,,,
383,07/25/15 10:00:00 PM,65.701,,,,
384,07/25/15 11:00:00 PM,65.316,,,,
385,07/26/15 12:00:00 AM,64.888,,,,
386,07/26/15 01:00:00 AM,64.375,,,,
387,07/26/15 02:00:00 AM,63.819,,,,
388,07/26/15 03:00:00 AM,63.304,,,,
389,07/26/15 04:00:00 AM,62.791,,,,
390,07/26/15 05:00:00 AM,62.362,,,,
391,07/26/15 06:00:00 AM,62.019,,,,
392,07/26/15 07:00:00 AM,61.720,,,,
393,07/26/15 08:00:00 AM,61.462,,,,
394,07/26/15 09:00:00 AM,61.290,,,,
395,07/26/15 10:00:00 AM,61.290,,,,
396,07/26/15 11:00:00 AM,61.419,,,,
397,07/26/15 12:00:00 PM,61.677,,,,
398,07/26/15 01:00:00 PM,62.062,,,,
399,07/26/15 02:00:00 PM,62.577,,,,
400,07/26/15 03:00:00 PM,63.133,,,,
401,07/26/15 04:00:00 PM,63.604,,,,
402,07/26/15 05:00:00 PM,63.990,,,,
403,07/26/15 06:00:00 PM,64.288,,,,
404,07/26/15 07:00:00 PM,64.589,,,,
405,07/26/15 08:00:00 PM,64.717,,,,
406,07/26/15 09:00:00 PM,64.717,,,,
407,07/26/15 10:00:00 PM,64.589,,,,
408,07/26/15 11:00:00 PM,64.418,,,,
409,07/27/15 12:00:00 AM,64.074,,,,
410,07/27/15 01:00:00 AM,63.689,,,,
411,07/27/15 02:00:00 AM,63.304,,,,
412,07/27/15 03:00:00 AM,62.919,,,,
413,07/27/15 04:00:00 AM,62.533,,,,
414,07/27/15 05:00:00 AM,62.191,,,,
415,07/27/15 06:00:00 AM,61.848,,,,
416,07/27/15 07:00:00 AM,61.506,,,,
417,07/27/15 08:00:00 AM,61.205,,,,
418,07/27/15 09:00:00 AM,60.948,,,,
419,07/27/15 10:00:00 AM,60.818,,,,
420,07/27/15 11:00:00 AM,60.861,,,,
421,07/27/15 12:00:00 PM,61.032,,,,
422,07/27/15 01:00:00 PM,61.419,,,,
423,07/27/15 02:00:00 PM,61.934,,,,
424,07/27/15 03:00:00 PM,62.577,,,,
425,07/27/15 04:00:00 PM,63.219,,,,
426,07/27/15 05:00:00 PM,63.819,,,,
427,07/27/15 06:00:00 PM,64.375,,,,
428,07/27/15 07:00:00 PM,64.803,,,,
429,07/27/15 08:00:00 PM,65.102,,,,
430,07/27/15 09:00:00 PM,65.230,,,,
431,07/27/15 10:00:00 PM,65.230,,,,
432,07/27/15 11:00:00 PM,65.102,,,,
433,07/28/15 12:00:00 AM,64.888,,,,
434,07/28/15 01:00:00 AM,64.632,,,,
435,07/28/15 02:00:00 AM,64.332,,,,
436,07/28/15 03:00:00 AM,63.990,,,,
437,07/28/15 04:00:00 AM,63.561,,,,
438,07/28/15 05:00:00 AM,63.133,,,,
439,07/28/15 06:00:00 AM,62.661,,,,
440,07/28/15 07:00:00 AM,62.233,,,,
441,07/28/15 08:00:00 AM,61.848,,,,
442,07/28/15 09:00:00 AM,61.462,,,,
443,07/28/15 10:00:00 AM,61.205,,,,
444,07/28/15 11:00:00 AM,61.032,,,,
445,07/28/15 12:00:00 PM,61.032,,,,
446,07/28/15 01:00:00 PM,61.119,,,,
447,07/28/15 02:00:00 PM,61.376,,,,
448,07/28/15 03:00:00 PM,61.720,,,,
449,07/28/15 04:00:00 PM,62.148,,,,
450,07/28/15 05:00:00 PM,62.533,,,,
451,07/28/15 06:00:00 PM,62.875,,,,
452,07/28/15 07:00:00 PM,63.090,,,,
453,07/28/15 08:00:00 PM,63.219,,,,
454,07/28/15 09:00:00 PM,63.133,,,,
455,07/28/15 10:00:00 PM,62.919,,,,
456,07/28/15 11:00:00 PM,62.620,,,,
457,07/29/15 12:00:00 AM,62.233,,,,
458,07/29/15 01:00:00 AM,61.761,,,,
459,07/29/15 02:00:00 AM,61.290,,,,
460,07/29/15 03:00:00 AM,60.775,,,,
461,07/29/15 04:00:00 AM,60.260,,,,
462,07/29/15 05:00:00 AM,59.788,,,,
463,07/29/15 06:00:00 AM,59.315,,,,
464,07/29/15 07:00:00 AM,58.885,,,,
465,07/29/15 08:00:00 AM,58.498,,,,
466,07/29/15 09:00:00 AM,58.239,,,,
467,07/29/15 10:00:00 AM,58.066,,,,
468,07/29/15 11:00:00 AM,58.066,,,,
469,07/29/15 12:00:00 PM,58.239,,,,
470,07/29/15 01:00:00 PM,58.582,,,,
471,07/29/15 02:00:00 PM,59.099,,,,
472,07/29/15 03:00:00 PM,59.616,,,,
473,07/29/15 04:00:00 PM,60.217,,,,
474,07/29/15 05:00:00 PM,60.818,,,,
475,07/29/15 06:00:00 PM,61.376,,,,
476,07/29/15 07:00:00 PM,61.804,,,,
477,07/29/15 08:00:00 PM,62.105,,,,
478,07/29/15 09:00:00 PM,62.233,,,,
479,07/29/15 10:00:00 PM,62.191,,,,
480,07/29/15 11:00:00 PM,61.977,,,,
481,07/30/15 12:00:00 AM,61.720,,,,
482,07/30/15 01:00:00 AM,61.376,,,,
483,07/30/15 02:00:00 AM,60.991,,,,
484,07/30/15 03:00:00 AM,60.647,,,,
485,07/30/15 04:00:00 AM,60.303,,,,
486,07/30/15 05:00:00 AM,59.959,,,,
487,07/30/15 06:00:00 AM,59.572,,,,
488,07/30/15 07:00:00 AM,59.272,,,,
489,07/30/15 08:00:00 AM,58.928,,,,
490,07/30/15 09:00:00 AM,58.712,,,,
491,07/30/15 10:00:00 AM,58.582,,,,
492,07/30/15 11:00:00 AM,58.582,,,,
493,07/30/15 12:00:00 PM,58.755,,,,
494,07/30/15 01:00:00 PM,59.056,,,,
495,07/30/15 02:00:00 PM,59.486,,,,
496,07/30/15 03:00:00 PM,60.046,,,,
497,07/30/15 04:00:00 PM,60.647,,,,
498,07/30/15 05:00:00 PM,61.290,,,,
499,07/30/15 06:00:00 PM,61.891,,,,
500,07/30/15 07:00:00 PM,62.362,,,,
501,07/30/15 08:00:00 PM,62.661,,,,
502,07/30/15 09:00:00 PM,62.834,,,,
503,07/30/15 10:00:00 PM,62.834,,,,
504,07/30/15 11:00:00 PM,62.661,,,,
505,07/31/15 12:00:00 AM,62.447,,,,
506,07/31/15 01:00:00 AM,62.105,,,,
507,07/31/15 02:00:00 AM,61.761,,,,
508,07/31/15 03:00:00 AM,61.419,,,,
509,07/31/15 04:00:00 AM,61.032,,,,
510,07/31/15 05:00:00 AM,60.647,,,,
511,07/31/15 06:00:00 AM,60.303,,,,
512,07/31/15 07:00:00 AM,59.916,,,,
513,07/31/15 08:00:00 AM,59.572,,,,
514,07/31/15 09:00:00 AM,59.272,,,,
515,07/31/15 10:00:00 AM,59.142,,,,
516,07/31/15 11:00:00 AM,59.142,,,,
517,07/31/15 12:00:00 PM,59.315,,,,
518,07/31/15 01:00:00 PM,59.659,,,,
519,07/31/15 02:00:00 PM,60.132,,,,
520,07/31/15 03:00:00 PM,60.647,,,,
521,07/31/15 04:00:00 PM,61.119,,,,
522,07/31/15 05:00:00 PM,61.547,,,,
523,07/31/15 06:00:00 PM,61.934,,,,
524,07/31/15 07:00:00 PM,62.276,,,,
525,07/31/15 08:00:00 PM,62.490,,,,
526,07/31/15 09:00:00 PM,62.620,,,,
527,07/31/15 10:00:00 PM,62.577,,,,
528,07/31/15 11:00:00 PM,62.406,,,,
529,08/01/15 12:00:00 AM,62.148,,,,
530,08/01/15 01:00:00 AM,61.804,,,,
531,08/01/15 02:00:00 AM,61.462,,,,
532,08/01/15 03:00:00 AM,61.075,,,,
533,08/01/15 04:00:00 AM,60.733,,,,
534,08/01/15 05:00:00 AM,60.346,,,,
535,08/01/15 06:00:00 AM,60.003,,,,
536,08/01/15 07:00:00 AM,59.659,,,,
537,08/01/15 08:00:00 AM,59.358,,,,
538,08/01/15 09:00:00 AM,59.142,,,,
539,08/01/15 10:00:00 AM,59.014,,,,
540,08/01/15 11:00:00 AM,59.056,,,,
541,08/01/15 12:00:00 PM,59.185,,,,
542,08/01/15 01:00:00 PM,59.486,,,,
543,08/01/15 02:00:00 PM,59.873,,,,
544,08/01/15 03:00:00 PM,60.303,,,,
545,08/01/15 04:00:00 PM,60.775,,,,
546,08/01/15 05:00:00 PM,61.333,,,,
547,08/01/15 06:00:00 PM,61.848,,,,
548,08/01/15 07:00:00 PM,62.191,,,,
549,08/01/15 08:00:00 PM,62.447,,,,
