"Plot Title: Pine Creek South"
"#","Date Time, GMT-06:00","Avg: Temperature, °F (LGR S/N: 10719012)","Coupler Detached (LGR S/N: 10719012)","Coupler Attached (LGR S/N: 10719012)","Stopped (LGR S/N: 10719012)","End Of File (LGR S/N: 10719012)"
110,07/14/15 01:00:00 PM,75.551,,,,
111,07/14/15 02:00:00 PM,77.990,,,,
112,07/14/15 03:00:00 PM,79.655,,,,
113,07/14/15 04:00:00 PM,80.845,,,,
114,07/14/15 05:00:00 PM,80.316,,,,
115,07/14/15 06:00:00 PM,78.996,,,,
116,07/14/15 07:00:00 PM,76.986,,,,
117,07/14/15 08:00:00 PM,75.029,,,,
118,07/14/15 09:00:00 PM,73.386,,,,
119,07/14/15 10:00:00 PM,71.490,,,,
120,07/14/15 11:00:00 PM,70.029,,,,
121,07/15/15 12:00:00 AM,68.356,,,,
122,07/15/15 01:00:00 AM,67.158,,,,
123,07/15/15 02:00:00 AM,66.385,,,,
124,07/15/15 03:00:00 AM,65.574,,,,
125,07/15/15 04:00:00 AM,64.888,,,,
126,07/15/15 05:00:00 AM,64.247,,,,
127,07/15/15 06:00:00 AM,63.732,,,,
128,07/15/15 07:00:00 AM,63.475,,,,
129,07/15/15 08:00:00 AM,63.689,,,,
130,07/15/15 09:00:00 AM,64.803,,,,
131,07/15/15 10:00:00 AM,65.487,,,,
132,07/15/15 11:00:00 AM,66.814,,,,
133,07/15/15 12:00:00 PM,67.885,,,,
134,07/15/15 01:00:00 PM,71.704,,,,
135,07/15/15 02:00:00 PM,74.640,,,,
136,07/15/15 03:00:00 PM,72.567,,,,
137,07/15/15 04:00:00 PM,71.661,,,,
138,07/15/15 05:00:00 PM,70.930,,,,
139,07/15/15 06:00:00 PM,70.846,,,,
140,07/15/15 07:00:00 PM,69.901,,,,
141,07/15/15 08:00:00 PM,69.170,,,,
142,07/15/15 09:00:00 PM,67.671,,,,
143,07/15/15 10:00:00 PM,66.344,,,,
144,07/15/15 11:00:00 PM,65.316,,,,
145,07/16/15 12:00:00 AM,64.033,,,,
146,07/16/15 01:00:00 AM,63.347,,,,
147,07/16/15 02:00:00 AM,62.875,,,,
148,07/16/15 03:00:00 AM,62.233,,,,
149,07/16/15 04:00:00 AM,61.720,,,,
150,07/16/15 05:00:00 AM,61.290,,,,
151,07/16/15 06:00:00 AM,60.904,,,,
152,07/16/15 07:00:00 AM,60.647,,,,
153,07/16/15 08:00:00 AM,60.733,,,,
154,07/16/15 09:00:00 AM,61.934,,,,
155,07/16/15 10:00:00 AM,64.418,,,,
156,07/16/15 11:00:00 AM,67.199,,,,
157,07/16/15 12:00:00 PM,70.115,,,,
158,07/16/15 01:00:00 PM,72.997,,,,
159,07/16/15 02:00:00 PM,75.247,,,,
160,07/16/15 03:00:00 PM,76.811,,,,
161,07/16/15 04:00:00 PM,77.378,,,,
162,07/16/15 05:00:00 PM,76.899,,,,
163,07/16/15 06:00:00 PM,75.247,,,,
164,07/16/15 07:00:00 PM,73.342,,,,
165,07/16/15 08:00:00 PM,71.533,,,,
166,07/16/15 09:00:00 PM,69.685,,,,
167,07/16/15 10:00:00 PM,68.013,,,,
168,07/16/15 11:00:00 PM,66.600,,,,
169,07/17/15 12:00:00 AM,65.487,,,,
170,07/17/15 01:00:00 AM,64.375,,,,
171,07/17/15 02:00:00 AM,63.390,,,,
172,07/17/15 03:00:00 AM,62.577,,,,
173,07/17/15 04:00:00 AM,61.804,,,,
174,07/17/15 05:00:00 AM,61.075,,,,
175,07/17/15 06:00:00 AM,60.517,,,,
176,07/17/15 07:00:00 AM,60.303,,,,
177,07/17/15 08:00:00 AM,60.474,,,,
178,07/17/15 09:00:00 AM,61.633,,,,
179,07/17/15 10:00:00 AM,64.332,,,,
180,07/17/15 11:00:00 AM,67.798,,,,
181,07/17/15 12:00:00 PM,71.190,,,,
182,07/17/15 01:00:00 PM,74.381,,,,
183,07/17/15 02:00:00 PM,77.072,,,,
184,07/17/15 03:00:00 PM,77.509,,,,
185,07/17/15 04:00:00 PM,74.467,,,,
186,07/17/15 05:00:00 PM,72.050,,,,
187,07/17/15 06:00:00 PM,70.416,,,,
188,07/17/15 07:00:00 PM,70.072,,,,
189,07/17/15 08:00:00 PM,68.400,,,,
190,07/17/15 09:00:00 PM,66.900,,,,
191,07/17/15 10:00:00 PM,65.487,,,,
192,07/17/15 11:00:00 PM,64.503,,,,
193,07/18/15 12:00:00 AM,63.648,,,,
194,07/18/15 01:00:00 AM,62.791,,,,
195,07/18/15 02:00:00 AM,61.891,,,,
196,07/18/15 03:00:00 AM,61.119,,,,
197,07/18/15 04:00:00 AM,60.474,,,,
198,07/18/15 05:00:00 AM,59.702,,,,
199,07/18/15 06:00:00 AM,59.056,,,,
200,07/18/15 07:00:00 AM,58.842,,,,
201,07/18/15 08:00:00 AM,59.185,,,,
202,07/18/15 09:00:00 AM,60.303,,,,
203,07/18/15 10:00:00 AM,62.661,,,,
204,07/18/15 11:00:00 AM,65.788,,,,
205,07/18/15 12:00:00 PM,69.042,,,,
206,07/18/15 01:00:00 PM,72.221,,,,
207,07/18/15 02:00:00 PM,74.770,,,,
208,07/18/15 03:00:00 PM,76.507,,,,
209,07/18/15 04:00:00 PM,77.160,,,,
210,07/18/15 05:00:00 PM,74.770,,,,
211,07/18/15 06:00:00 PM,72.826,,,,
212,07/18/15 07:00:00 PM,70.803,,,,
213,07/18/15 08:00:00 PM,69.213,,,,
214,07/18/15 09:00:00 PM,67.798,,,,
215,07/18/15 10:00:00 PM,66.301,,,,
216,07/18/15 11:00:00 PM,64.803,,,,
217,07/19/15 12:00:00 AM,63.475,,,,
218,07/19/15 01:00:00 AM,62.447,,,,
219,07/19/15 02:00:00 AM,61.506,,,,
220,07/19/15 03:00:00 AM,60.690,,,,
221,07/19/15 04:00:00 AM,59.916,,,,
222,07/19/15 05:00:00 AM,59.272,,,,
223,07/19/15 06:00:00 AM,58.755,,,,
224,07/19/15 07:00:00 AM,58.582,,,,
225,07/19/15 08:00:00 AM,59.358,,,,
226,07/19/15 09:00:00 AM,60.604,,,,
227,07/19/15 10:00:00 AM,63.048,,,,
228,07/19/15 11:00:00 AM,66.729,,,,
229,07/19/15 12:00:00 PM,70.201,,,,
230,07/19/15 01:00:00 PM,73.429,,,,
231,07/19/15 02:00:00 PM,76.158,,,,
232,07/19/15 03:00:00 PM,78.033,,,,
233,07/19/15 04:00:00 PM,77.292,,,,
234,07/19/15 05:00:00 PM,76.899,,,,
235,07/19/15 06:00:00 PM,75.508,,,,
236,07/19/15 07:00:00 PM,73.515,,,,
237,07/19/15 08:00:00 PM,71.964,,,,
238,07/19/15 09:00:00 PM,70.243,,,,
239,07/19/15 10:00:00 PM,68.527,,,,
240,07/19/15 11:00:00 PM,66.985,,,,
241,07/20/15 12:00:00 AM,65.745,,,,
242,07/20/15 01:00:00 AM,64.760,,,,
243,07/20/15 02:00:00 AM,63.604,,,,
244,07/20/15 03:00:00 AM,62.490,,,,
245,07/20/15 04:00:00 AM,61.419,,,,
246,07/20/15 05:00:00 AM,60.217,,,,
247,07/20/15 06:00:00 AM,59.486,,,,
248,07/20/15 07:00:00 AM,59.099,,,,
249,07/20/15 08:00:00 AM,59.272,,,,
250,07/20/15 09:00:00 AM,60.217,,,,
251,07/20/15 10:00:00 AM,62.834,,,,
252,07/20/15 11:00:00 AM,66.558,,,,
253,07/20/15 12:00:00 PM,70.286,,,,
254,07/20/15 01:00:00 PM,73.429,,,,
255,07/20/15 02:00:00 PM,76.114,,,,
256,07/20/15 03:00:00 PM,78.033,,,,
257,07/20/15 04:00:00 PM,77.553,,,,
258,07/20/15 05:00:00 PM,76.550,,,,
259,07/20/15 06:00:00 PM,75.247,,,,
260,07/20/15 07:00:00 PM,73.861,,,,
261,07/20/15 08:00:00 PM,72.050,,,,
262,07/20/15 09:00:00 PM,69.728,,,,
263,07/20/15 10:00:00 PM,67.671,,,,
264,07/20/15 11:00:00 PM,66.043,,,,
265,07/21/15 12:00:00 AM,64.503,,,,
266,07/21/15 01:00:00 AM,63.518,,,,
267,07/21/15 02:00:00 AM,62.704,,,,
268,07/21/15 03:00:00 AM,61.934,,,,
269,07/21/15 04:00:00 AM,61.248,,,,
270,07/21/15 05:00:00 AM,60.647,,,,
271,07/21/15 06:00:00 AM,60.260,,,,
272,07/21/15 07:00:00 AM,60.346,,,,
273,07/21/15 08:00:00 AM,60.818,,,,
274,07/21/15 09:00:00 AM,61.376,,,,
275,07/21/15 10:00:00 AM,62.406,,,,
276,07/21/15 11:00:00 AM,62.447,,,,
277,07/21/15 12:00:00 PM,62.533,,,,
278,07/21/15 01:00:00 PM,62.447,,,,
279,07/21/15 02:00:00 PM,62.319,,,,
280,07/21/15 03:00:00 PM,62.362,,,,
281,07/21/15 04:00:00 PM,62.834,,,,
282,07/21/15 05:00:00 PM,63.304,,,,
283,07/21/15 06:00:00 PM,63.990,,,,
284,07/21/15 07:00:00 PM,64.375,,,,
285,07/21/15 08:00:00 PM,64.375,,,,
286,07/21/15 09:00:00 PM,64.117,,,,
287,07/21/15 10:00:00 PM,63.819,,,,
288,07/21/15 11:00:00 PM,63.475,,,,
289,07/22/15 12:00:00 AM,63.133,,,,
290,07/22/15 01:00:00 AM,62.704,,,,
291,07/22/15 02:00:00 AM,62.447,,,,
292,07/22/15 03:00:00 AM,62.019,,,,
293,07/22/15 04:00:00 AM,61.633,,,,
294,07/22/15 05:00:00 AM,61.205,,,,
295,07/22/15 06:00:00 AM,60.861,,,,
296,07/22/15 07:00:00 AM,60.733,,,,
297,07/22/15 08:00:00 AM,60.948,,,,
298,07/22/15 09:00:00 AM,61.804,,,,
299,07/22/15 10:00:00 AM,63.304,,,,
300,07/22/15 11:00:00 AM,65.017,,,,
301,07/22/15 12:00:00 PM,67.242,,,,
302,07/22/15 01:00:00 PM,69.685,,,,
303,07/22/15 02:00:00 PM,71.877,,,,
304,07/22/15 03:00:00 PM,73.515,,,,
305,07/22/15 04:00:00 PM,74.381,,,,
306,07/22/15 05:00:00 PM,74.424,,,,
307,07/22/15 06:00:00 PM,73.472,,,,
308,07/22/15 07:00:00 PM,72.264,,,,
309,07/22/15 08:00:00 PM,70.887,,,,
310,07/22/15 09:00:00 PM,69.557,,,,
311,07/22/15 10:00:00 PM,68.484,,,,
312,07/22/15 11:00:00 PM,67.329,,,,
313,07/23/15 12:00:00 AM,66.301,,,,
314,07/23/15 01:00:00 AM,65.530,,,,
315,07/23/15 02:00:00 AM,64.931,,,,
316,07/23/15 03:00:00 AM,64.288,,,,
317,07/23/15 04:00:00 AM,63.648,,,,
318,07/23/15 05:00:00 AM,63.133,,,,
319,07/23/15 06:00:00 AM,62.620,,,,
320,07/23/15 07:00:00 AM,62.406,,,,
321,07/23/15 08:00:00 AM,62.447,,,,
322,07/23/15 09:00:00 AM,63.219,,,,
323,07/23/15 10:00:00 AM,65.359,,,,
324,07/23/15 11:00:00 AM,68.099,,,,
325,07/23/15 12:00:00 PM,70.759,,,,
326,07/23/15 01:00:00 PM,73.429,,,,
327,07/23/15 02:00:00 PM,75.463,,,,
328,07/23/15 03:00:00 PM,76.768,,,,
329,07/23/15 04:00:00 PM,76.811,,,,
330,07/23/15 05:00:00 PM,75.898,,,,
331,07/23/15 06:00:00 PM,74.338,,,,
332,07/23/15 07:00:00 PM,72.783,,,,
333,07/23/15 08:00:00 PM,71.017,,,,
334,07/23/15 09:00:00 PM,69.343,,,,
335,07/23/15 10:00:00 PM,67.928,,,,
336,07/23/15 11:00:00 PM,66.814,,,,
337,07/24/15 12:00:00 AM,65.916,,,,
338,07/24/15 01:00:00 AM,65.102,,,,
339,07/24/15 02:00:00 AM,64.332,,,,
340,07/24/15 03:00:00 AM,63.518,,,,
341,07/24/15 04:00:00 AM,62.748,,,,
342,07/24/15 05:00:00 AM,61.891,,,,
343,07/24/15 06:00:00 AM,61.290,,,,
344,07/24/15 07:00:00 AM,60.861,,,,
345,07/24/15 08:00:00 AM,61.162,,,,
346,07/24/15 09:00:00 AM,62.191,,,,
347,07/24/15 10:00:00 AM,64.503,,,,
348,07/24/15 11:00:00 AM,67.627,,,,
349,07/24/15 12:00:00 PM,70.543,,,,
350,07/24/15 01:00:00 PM,73.688,,,,
351,07/24/15 02:00:00 PM,76.028,,,,
352,07/24/15 03:00:00 PM,77.596,,,,
353,07/24/15 04:00:00 PM,78.339,,,,
354,07/24/15 05:00:00 PM,77.727,,,,
355,07/24/15 06:00:00 PM,75.810,,,,
356,07/24/15 07:00:00 PM,73.947,,,,
357,07/24/15 08:00:00 PM,72.136,,,,
358,07/24/15 09:00:00 PM,70.416,,,,
359,07/24/15 10:00:00 PM,68.956,,,,
360,07/24/15 11:00:00 PM,67.714,,,,
361,07/25/15 12:00:00 AM,66.814,,,,
362,07/25/15 01:00:00 AM,66.043,,,,
363,07/25/15 02:00:00 AM,65.273,,,,
364,07/25/15 03:00:00 AM,64.674,,,,
365,07/25/15 04:00:00 AM,64.161,,,,
366,07/25/15 05:00:00 AM,63.732,,,,
367,07/25/15 06:00:00 AM,63.262,,,,
368,07/25/15 07:00:00 AM,63.219,,,,
369,07/25/15 08:00:00 AM,63.732,,,,
370,07/25/15 09:00:00 AM,64.632,,,,
371,07/25/15 10:00:00 AM,66.214,,,,
372,07/25/15 11:00:00 AM,69.256,,,,
373,07/25/15 12:00:00 PM,71.834,,,,
374,07/25/15 01:00:00 PM,74.163,,,,
375,07/25/15 02:00:00 PM,76.028,,,,
376,07/25/15 03:00:00 PM,77.990,,,,
377,07/25/15 04:00:00 PM,78.514,,,,
378,07/25/15 05:00:00 PM,77.859,,,,
379,07/25/15 06:00:00 PM,74.813,,,,
380,07/25/15 07:00:00 PM,72.869,,,,
381,07/25/15 08:00:00 PM,71.103,,,,
382,07/25/15 09:00:00 PM,69.386,,,,
383,07/25/15 10:00:00 PM,67.757,,,,
384,07/25/15 11:00:00 PM,66.385,,,,
385,07/26/15 12:00:00 AM,65.188,,,,
386,07/26/15 01:00:00 AM,64.161,,,,
387,07/26/15 02:00:00 AM,63.347,,,,
388,07/26/15 03:00:00 AM,62.875,,,,
389,07/26/15 04:00:00 AM,62.362,,,,
390,07/26/15 05:00:00 AM,62.019,,,,
391,07/26/15 06:00:00 AM,61.590,,,,
392,07/26/15 07:00:00 AM,61.333,,,,
393,07/26/15 08:00:00 AM,61.804,,,,
394,07/26/15 09:00:00 AM,63.176,,,,
395,07/26/15 10:00:00 AM,65.658,,,,
396,07/26/15 11:00:00 AM,68.657,,,,
397,07/26/15 12:00:00 PM,72.050,,,,
398,07/26/15 01:00:00 PM,74.640,,,,
399,07/26/15 02:00:00 PM,74.424,,,,
400,07/26/15 03:00:00 PM,73.213,,,,
401,07/26/15 04:00:00 PM,74.077,,,,
402,07/26/15 05:00:00 PM,73.472,,,,
403,07/26/15 06:00:00 PM,71.920,,,,
404,07/26/15 07:00:00 PM,70.329,,,,
405,07/26/15 08:00:00 PM,69.129,,,,
406,07/26/15 09:00:00 PM,67.671,,,,
407,07/26/15 10:00:00 PM,66.429,,,,
408,07/26/15 11:00:00 PM,65.444,,,,
409,07/27/15 12:00:00 AM,64.674,,,,
410,07/27/15 01:00:00 AM,63.903,,,,
411,07/27/15 02:00:00 AM,63.176,,,,
412,07/27/15 03:00:00 AM,62.577,,,,
413,07/27/15 04:00:00 AM,62.105,,,,
414,07/27/15 05:00:00 AM,61.804,,,,
415,07/27/15 06:00:00 AM,61.376,,,,
416,07/27/15 07:00:00 AM,61.032,,,,
417,07/27/15 08:00:00 AM,61.205,,,,
418,07/27/15 09:00:00 AM,62.276,,,,
419,07/27/15 10:00:00 AM,64.459,,,,
420,07/27/15 11:00:00 AM,67.500,,,,
421,07/27/15 12:00:00 PM,70.416,,,,
422,07/27/15 01:00:00 PM,73.256,,,,
423,07/27/15 02:00:00 PM,75.463,,,,
424,07/27/15 03:00:00 PM,76.986,,,,
425,07/27/15 04:00:00 PM,77.335,,,,
426,07/27/15 05:00:00 PM,76.681,,,,
427,07/27/15 06:00:00 PM,75.160,,,,
428,07/27/15 07:00:00 PM,73.213,,,,
429,07/27/15 08:00:00 PM,72.007,,,,
430,07/27/15 09:00:00 PM,71.017,,,,
431,07/27/15 10:00:00 PM,69.427,,,,
432,07/27/15 11:00:00 PM,68.313,,,,
433,07/28/15 12:00:00 AM,67.158,,,,
434,07/28/15 01:00:00 AM,66.087,,,,
435,07/28/15 02:00:00 AM,64.717,,,,
436,07/28/15 03:00:00 AM,63.304,,,,
437,07/28/15 04:00:00 AM,62.191,,,,
438,07/28/15 05:00:00 AM,61.162,,,,
439,07/28/15 06:00:00 AM,60.303,,,,
440,07/28/15 07:00:00 AM,59.916,,,,
441,07/28/15 08:00:00 AM,59.572,,,,
442,07/28/15 09:00:00 AM,60.046,,,,
443,07/28/15 10:00:00 AM,62.019,,,,
444,07/28/15 11:00:00 AM,65.017,,,,
445,07/28/15 12:00:00 PM,67.586,,,,
446,07/28/15 01:00:00 PM,70.115,,,,
447,07/28/15 02:00:00 PM,72.394,,,,
448,07/28/15 03:00:00 PM,73.688,,,,
449,07/28/15 04:00:00 PM,74.295,,,,
450,07/28/15 05:00:00 PM,73.040,,,,
451,07/28/15 06:00:00 PM,71.017,,,,
452,07/28/15 07:00:00 PM,68.785,,,,
453,07/28/15 08:00:00 PM,67.372,,,,
454,07/28/15 09:00:00 PM,65.574,,,,
455,07/28/15 10:00:00 PM,63.862,,,,
456,07/28/15 11:00:00 PM,62.319,,,,
457,07/29/15 12:00:00 AM,60.861,,,,
458,07/29/15 01:00:00 AM,59.702,,,,
459,07/29/15 02:00:00 AM,58.582,,,,
460,07/29/15 03:00:00 AM,57.722,,,,
461,07/29/15 04:00:00 AM,56.858,,,,
462,07/29/15 05:00:00 AM,56.165,,,,
463,07/29/15 06:00:00 AM,55.429,,,,
464,07/29/15 07:00:00 AM,55.213,,,,
465,07/29/15 08:00:00 AM,55.472,,,,
466,07/29/15 09:00:00 AM,56.383,,,,
467,07/29/15 10:00:00 AM,58.971,,,,
468,07/29/15 11:00:00 AM,63.347,,,,
469,07/29/15 12:00:00 PM,67.114,,,,
470,07/29/15 01:00:00 PM,70.930,,,,
471,07/29/15 02:00:00 PM,74.250,,,,
472,07/29/15 03:00:00 PM,75.985,,,,
473,07/29/15 04:00:00 PM,76.681,,,,
474,07/29/15 05:00:00 PM,76.114,,,,
475,07/29/15 06:00:00 PM,74.250,,,,
476,07/29/15 07:00:00 PM,71.877,,,,
477,07/29/15 08:00:00 PM,69.901,,,,
478,07/29/15 09:00:00 PM,68.356,,,,
479,07/29/15 10:00:00 PM,66.900,,,,
480,07/29/15 11:00:00 PM,65.316,,,,
481,07/30/15 12:00:00 AM,63.819,,,,
482,07/30/15 01:00:00 AM,62.620,,,,
483,07/30/15 02:00:00 AM,61.506,,,,
484,07/30/15 03:00:00 AM,60.775,,,,
485,07/30/15 04:00:00 AM,59.873,,,,
486,07/30/15 05:00:00 AM,59.099,,,,
487,07/30/15 06:00:00 AM,58.582,,,,
488,07/30/15 07:00:00 AM,58.455,,,,
489,07/30/15 08:00:00 AM,58.669,,,,
490,07/30/15 09:00:00 AM,59.401,,,,
491,07/30/15 10:00:00 AM,62.105,,,,
492,07/30/15 11:00:00 AM,67.071,,,,
493,07/30/15 12:00:00 PM,72.912,,,,
494,07/30/15 01:00:00 PM,77.990,,,,
495,07/30/15 02:00:00 PM,80.890,,,,
496,07/30/15 03:00:00 PM,82.441,,,,
497,07/30/15 04:00:00 PM,82.708,,,,
498,07/30/15 05:00:00 PM,81.244,,,,
499,07/30/15 06:00:00 PM,78.996,,,,
500,07/30/15 07:00:00 PM,76.464,,,,
501,07/30/15 08:00:00 PM,74.381,,,,
502,07/30/15 09:00:00 PM,72.394,,,,
503,07/30/15 10:00:00 PM,70.587,,,,
504,07/30/15 11:00:00 PM,68.913,,,,
505,07/31/15 12:00:00 AM,67.372,,,,
506,07/31/15 01:00:00 AM,66.214,,,,
507,07/31/15 02:00:00 AM,65.102,,,,
508,07/31/15 03:00:00 AM,63.819,,,,
509,07/31/15 04:00:00 AM,62.704,,,,
510,07/31/15 05:00:00 AM,62.148,,,,
511,07/31/15 06:00:00 AM,61.590,,,,
512,07/31/15 07:00:00 AM,61.075,,,,
513,07/31/15 08:00:00 AM,61.333,,,,
514,07/31/15 09:00:00 AM,61.977,,,,
515,07/31/15 10:00:00 AM,64.503,,,,
516,07/31/15 11:00:00 AM,69.728,,,,
517,07/31/15 12:00:00 PM,75.551,,,,
518,07/31/15 01:00:00 PM,80.404,,,,
519,07/31/15 02:00:00 PM,84.497,,,,
520,07/31/15 03:00:00 PM,86.664,,,,
521,07/31/15 04:00:00 PM,83.154,,,,
522,07/31/15 05:00:00 PM,81.199,,,,
523,07/31/15 06:00:00 PM,78.777,,,,
524,07/31/15 07:00:00 PM,77.029,,,,
525,07/31/15 08:00:00 PM,75.508,,,,
526,07/31/15 09:00:00 PM,73.731,,,,
527,07/31/15 10:00:00 PM,71.834,,,,
528,07/31/15 11:00:00 PM,70.243,,,,
529,08/01/15 12:00:00 AM,68.913,,,,
530,08/01/15 01:00:00 AM,67.586,,,,
531,08/01/15 02:00:00 AM,66.515,,,,
532,08/01/15 03:00:00 AM,65.487,,,,
533,08/01/15 04:00:00 AM,64.589,,,,
534,08/01/15 05:00:00 AM,63.990,,,,
535,08/01/15 06:00:00 AM,63.390,,,,
536,08/01/15 07:00:00 AM,63.133,,,,
537,08/01/15 08:00:00 AM,63.390,,,,
538,08/01/15 09:00:00 AM,64.204,,,,
539,08/01/15 10:00:00 AM,66.814,,,,
540,08/01/15 11:00:00 AM,71.661,,,,
541,08/01/15 12:00:00 PM,76.593,,,,
542,08/01/15 01:00:00 PM,82.042,,,,
543,08/01/15 02:00:00 PM,84.407,,,,
544,08/01/15 03:00:00 PM,84.049,,,,
545,08/01/15 04:00:00 PM,82.620,,,,
546,08/01/15 05:00:00 PM,80.316,,,,
547,08/01/15 06:00:00 PM,77.815,,,,
548,08/01/15 07:00:00 PM,75.637,,,,
549,08/01/15 08:00:00 PM,74.120,,,,
