"Plot Title: Pine Creek South"
"#","Date Time, GMT-06:00","Avg: Temperature, °F (LGR S/N: 10719012)","Coupler Detached (LGR S/N: 10719012)","Coupler Attached (LGR S/N: 10719012)","Host Connected (LGR S/N: 10719012)","Stopped (LGR S/N: 10719012)","End Of File (LGR S/N: 10719012)"
40,12/10/15 09:00:00 AM,33.989,,,,,
41,12/10/15 10:00:00 AM,34.480,,,,,
42,12/10/15 11:00:00 AM,35.407,,,,,
43,12/10/15 12:00:00 PM,36.457,,,,,
44,12/10/15 01:00:00 PM,37.118,,,,,
45,12/10/15 02:00:00 PM,37.440,,,,,
46,12/10/15 03:00:00 PM,37.286,,,,,
47,12/10/15 04:00:00 PM,36.890,,,,,
48,12/10/15 05:00:00 PM,36.325,,,,,
49,12/10/15 06:00:00 PM,35.770,,,,,
50,12/10/15 07:00:00 PM,35.419,,,,,
51,12/10/15 08:00:00 PM,35.298,,,,,
52,12/10/15 09:00:00 PM,35.298,,,,,
53,12/10/15 10:00:00 PM,35.273,,,,,
54,12/10/15 11:00:00 PM,35.261,,,,,
55,12/11/15 12:00:00 AM,35.152,,,,,
56,12/11/15 01:00:00 AM,34.982,,,,,
57,12/11/15 02:00:00 AM,34.883,,,,,
58,12/11/15 03:00:00 AM,34.773,,,,,
59,12/11/15 04:00:00 AM,34.615,,,,,
60,12/11/15 05:00:00 AM,34.492,,,,,
61,12/11/15 06:00:00 AM,34.370,,,,,
62,12/11/15 07:00:00 AM,34.198,,,,,
63,12/11/15 08:00:00 AM,34.051,,,,,
64,12/11/15 09:00:00 AM,34.235,,,,,
65,12/11/15 10:00:00 AM,35.017,,,,,
66,12/11/15 11:00:00 AM,35.999,,,,,
67,12/11/15 12:00:00 PM,37.046,,,,,
68,12/11/15 01:00:00 PM,37.810,,,,,
69,12/11/15 02:00:00 PM,38.156,,,,,
70,12/11/15 03:00:00 PM,38.060,,,,,
71,12/11/15 04:00:00 PM,37.489,,,,,
72,12/11/15 05:00:00 PM,36.686,,,,,
73,12/11/15 06:00:00 PM,35.915,,,,,
74,12/11/15 07:00:00 PM,35.407,,,,,
75,12/11/15 08:00:00 PM,35.213,,,,,
76,12/11/15 09:00:00 PM,35.200,,,,,
77,12/11/15 10:00:00 PM,35.225,,,,,
78,12/11/15 11:00:00 PM,35.310,,,,,
79,12/12/15 12:00:00 AM,35.346,,,,,
80,12/12/15 01:00:00 AM,35.358,,,,,
81,12/12/15 02:00:00 AM,35.346,,,,,
82,12/12/15 03:00:00 AM,35.334,,,,,
83,12/12/15 04:00:00 AM,35.285,,,,,
84,12/12/15 05:00:00 AM,35.200,,,,,
85,12/12/15 06:00:00 AM,35.200,,,,,
86,12/12/15 07:00:00 AM,35.140,,,,,
87,12/12/15 08:00:00 AM,35.091,,,,,
88,12/12/15 09:00:00 AM,35.188,,,,,
89,12/12/15 10:00:00 AM,35.334,,,,,
90,12/12/15 11:00:00 AM,35.504,,,,,
91,12/12/15 12:00:00 PM,35.685,,,,,
92,12/12/15 01:00:00 PM,35.685,,,,,
93,12/12/15 02:00:00 PM,35.504,,,,,
94,12/12/15 03:00:00 PM,35.383,,,,,
95,12/12/15 04:00:00 PM,35.164,,,,,
96,12/12/15 05:00:00 PM,34.957,,,,,
97,12/12/15 06:00:00 PM,34.737,,,,,
98,12/12/15 07:00:00 PM,34.676,,,,,
99,12/12/15 08:00:00 PM,34.688,,,,,
100,12/12/15 09:00:00 PM,34.615,,,,,
101,12/12/15 10:00:00 PM,34.628,,,,,
102,12/12/15 11:00:00 PM,34.749,,,,,
103,12/13/15 12:00:00 AM,34.883,,,,,
104,12/13/15 01:00:00 AM,34.982,,,,,
105,12/13/15 02:00:00 AM,35.079,,,,,
106,12/13/15 03:00:00 AM,35.164,,,,,
107,12/13/15 04:00:00 AM,35.164,,,,,
108,12/13/15 05:00:00 AM,35.164,,,,,
109,12/13/15 06:00:00 AM,35.091,,,,,
110,12/13/15 07:00:00 AM,35.042,,,,,
111,12/13/15 08:00:00 AM,34.957,,,,,
112,12/13/15 09:00:00 AM,34.957,,,,,
113,12/13/15 10:00:00 AM,35.176,,,,,
114,12/13/15 11:00:00 AM,35.516,,,,,
115,12/13/15 12:00:00 PM,35.927,,,,,
116,12/13/15 01:00:00 PM,36.229,,,,,
117,12/13/15 02:00:00 PM,36.494,,,,,
118,12/13/15 03:00:00 PM,36.542,,,,,
119,12/13/15 04:00:00 PM,36.289,,,,,
120,12/13/15 05:00:00 PM,35.734,,,,,
121,12/13/15 06:00:00 PM,35.139,,,,,
122,12/13/15 07:00:00 PM,34.614,,,,,
123,12/13/15 08:00:00 PM,34.124,,,,,
124,12/13/15 09:00:00 PM,33.756,,,,,
125,12/13/15 10:00:00 PM,33.522,,,,,
126,12/13/15 11:00:00 PM,33.361,,,,,
127,12/14/15 12:00:00 AM,33.274,,,,,
128,12/14/15 01:00:00 AM,33.200,,,,,
129,12/14/15 02:00:00 AM,33.175,,,,,
130,12/14/15 03:00:00 AM,33.224,,,,,
131,12/14/15 04:00:00 AM,33.274,,,,,
132,12/14/15 05:00:00 AM,33.348,,,,,
133,12/14/15 06:00:00 AM,33.472,,,,,
134,12/14/15 07:00:00 AM,33.657,,,,,
135,12/14/15 08:00:00 AM,33.805,,,,,
136,12/14/15 09:00:00 AM,33.904,,,,,
137,12/14/15 10:00:00 AM,34.027,,,,,
138,12/14/15 11:00:00 AM,34.223,,,,,
139,12/14/15 12:00:00 PM,34.761,,,,,
140,12/14/15 01:00:00 PM,35.407,,,,,
141,12/14/15 02:00:00 PM,35.843,,,,,
142,12/14/15 03:00:00 PM,36.060,,,,,
143,12/14/15 04:00:00 PM,36.217,,,,,
144,12/14/15 05:00:00 PM,36.266,,,,,
145,12/14/15 06:00:00 PM,36.181,,,,,
146,12/14/15 07:00:00 PM,36.048,,,,,
147,12/14/15 08:00:00 PM,35.855,,,,,
148,12/14/15 09:00:00 PM,35.637,,,,,
149,12/14/15 10:00:00 PM,35.334,,,,,
150,12/14/15 11:00:00 PM,35.140,,,,,
151,12/15/15 12:00:00 AM,35.018,,,,,
152,12/15/15 01:00:00 AM,34.907,,,,,
153,12/15/15 02:00:00 AM,34.785,,,,,
154,12/15/15 03:00:00 AM,34.749,,,,,
155,12/15/15 04:00:00 AM,34.749,,,,,
156,12/15/15 05:00:00 AM,34.761,,,,,
157,12/15/15 06:00:00 AM,34.652,,,,,
158,12/15/15 07:00:00 AM,34.541,,,,,
159,12/15/15 08:00:00 AM,34.382,,,,,
160,12/15/15 09:00:00 AM,33.867,,,,,
161,12/15/15 10:00:00 AM,33.509,,,,,
162,12/15/15 11:00:00 AM,33.410,,,,,
163,12/15/15 12:00:00 PM,33.448,,,,,
164,12/15/15 01:00:00 PM,33.682,,,,,
165,12/15/15 02:00:00 PM,33.447,,,,,
166,12/15/15 03:00:00 PM,33.101,,,,,
167,12/15/15 04:00:00 PM,33.002,,,,,
168,12/15/15 05:00:00 PM,32.853,,,,,
169,12/15/15 06:00:00 PM,32.790,,,,,
170,12/15/15 07:00:00 PM,32.766,,,,,
171,12/15/15 08:00:00 PM,32.729,,,,,
172,12/15/15 09:00:00 PM,32.691,,,,,
173,12/15/15 10:00:00 PM,32.653,,,,,
174,12/15/15 11:00:00 PM,32.641,,,,,
175,12/16/15 12:00:00 AM,32.653,,,,,
176,12/16/15 01:00:00 AM,32.704,,,,,
177,12/16/15 02:00:00 AM,32.679,,,,,
178,12/16/15 03:00:00 AM,32.704,,,,,
179,12/16/15 04:00:00 AM,32.704,,,,,
180,12/16/15 05:00:00 AM,32.704,,,,,
181,12/16/15 06:00:00 AM,32.742,,,,,
182,12/16/15 07:00:00 AM,32.865,,,,,
183,12/16/15 08:00:00 AM,32.828,,,,,
184,12/16/15 09:00:00 AM,32.729,,,,,
185,12/16/15 10:00:00 AM,32.653,,,,,
186,12/16/15 11:00:00 AM,32.592,,,,,
187,12/16/15 12:00:00 PM,32.592,,,,,
188,12/16/15 01:00:00 PM,32.592,,,,,
189,12/16/15 02:00:00 PM,32.592,,,,,
190,12/16/15 03:00:00 PM,32.592,,,,,
191,12/16/15 04:00:00 PM,32.592,,,,,
192,12/16/15 05:00:00 PM,32.592,,,,,
193,12/16/15 06:00:00 PM,32.592,,,,,
194,12/16/15 07:00:00 PM,32.592,,,,,
195,12/16/15 08:00:00 PM,32.592,,,,,
196,12/16/15 09:00:00 PM,32.592,,,,,
197,12/16/15 10:00:00 PM,32.629,,,,,
198,12/16/15 11:00:00 PM,32.641,,,,,
199,12/17/15 12:00:00 AM,32.604,,,,,
200,12/17/15 01:00:00 AM,32.592,,,,,
201,12/17/15 02:00:00 AM,32.592,,,,,
202,12/17/15 03:00:00 AM,32.592,,,,,
203,12/17/15 04:00:00 AM,32.592,,,,,
204,12/17/15 05:00:00 AM,32.592,,,,,
205,12/17/15 06:00:00 AM,32.592,,,,,
206,12/17/15 07:00:00 AM,32.542,,,,,
207,12/17/15 08:00:00 AM,32.592,,,,,
208,12/17/15 09:00:00 AM,32.592,,,,,
209,12/17/15 10:00:00 AM,32.592,,,,,
210,12/17/15 11:00:00 AM,32.592,,,,,
211,12/17/15 12:00:00 PM,32.592,,,,,
212,12/17/15 01:00:00 PM,32.592,,,,,
213,12/17/15 02:00:00 PM,32.592,,,,,
214,12/17/15 03:00:00 PM,32.592,,,,,
215,12/17/15 04:00:00 PM,32.592,,,,,
216,12/17/15 05:00:00 PM,32.592,,,,,
217,12/17/15 06:00:00 PM,32.592,,,,,
218,12/17/15 07:00:00 PM,32.580,,,,,
219,12/17/15 08:00:00 PM,32.567,,,,,
220,12/17/15 09:00:00 PM,32.592,,,,,
221,12/17/15 10:00:00 PM,32.554,,,,,
222,12/17/15 11:00:00 PM,32.554,,,,,
223,12/18/15 12:00:00 AM,32.542,,,,,
224,12/18/15 01:00:00 AM,32.567,,,,,
225,12/18/15 02:00:00 AM,32.542,,,,,
226,12/18/15 03:00:00 AM,32.542,,,,,
227,12/18/15 04:00:00 AM,32.542,,,,,
228,12/18/15 05:00:00 AM,32.542,,,,,
229,12/18/15 06:00:00 AM,32.542,,,,,
230,12/18/15 07:00:00 AM,32.542,,,,,
231,12/18/15 08:00:00 AM,32.542,,,,,
232,12/18/15 09:00:00 AM,32.542,,,,,
233,12/18/15 10:00:00 AM,32.542,,,,,
234,12/18/15 11:00:00 AM,32.554,,,,,
235,12/18/15 12:00:00 PM,32.592,,,,,
236,12/18/15 01:00:00 PM,32.592,,,,,
237,12/18/15 02:00:00 PM,32.592,,,,,
238,12/18/15 03:00:00 PM,32.592,,,,,
239,12/18/15 04:00:00 PM,32.592,,,,,
240,12/18/15 05:00:00 PM,32.592,,,,,
241,12/18/15 06:00:00 PM,32.592,,,,,
242,12/18/15 07:00:00 PM,32.592,,,,,
243,12/18/15 08:00:00 PM,32.592,,,,,
244,12/18/15 09:00:00 PM,32.592,,,,,
245,12/18/15 10:00:00 PM,32.604,,,,,
246,12/18/15 11:00:00 PM,32.629,,,,,
247,12/19/15 12:00:00 AM,32.641,,,,,
248,12/19/15 01:00:00 AM,32.641,,,,,
249,12/19/15 02:00:00 AM,32.641,,,,,
250,12/19/15 03:00:00 AM,32.641,,,,,
251,12/19/15 04:00:00 AM,32.691,,,,,
252,12/19/15 05:00:00 AM,32.691,,,,,
253,12/19/15 06:00:00 AM,32.742,,,,,
254,12/19/15 07:00:00 AM,32.742,,,,,
255,12/19/15 08:00:00 AM,32.742,,,,,
256,12/19/15 09:00:00 AM,32.778,,,,,
257,12/19/15 10:00:00 AM,32.790,,,,,
258,12/19/15 11:00:00 AM,32.815,,,,,
259,12/19/15 12:00:00 PM,32.853,,,,,
260,12/19/15 01:00:00 PM,32.927,,,,,
261,12/19/15 02:00:00 PM,32.990,,,,,
262,12/19/15 03:00:00 PM,33.101,,,,,
263,12/19/15 04:00:00 PM,33.175,,,,,
264,12/19/15 05:00:00 PM,33.299,,,,,
265,12/19/15 06:00:00 PM,33.361,,,,,
266,12/19/15 07:00:00 PM,33.422,,,,,
267,12/19/15 08:00:00 PM,33.485,,,,,
268,12/19/15 09:00:00 PM,33.435,,,,,
269,12/19/15 10:00:00 PM,33.460,,,,,
270,12/19/15 11:00:00 PM,33.509,,,,,
271,12/20/15 12:00:00 AM,33.596,,,,,
272,12/20/15 01:00:00 AM,33.669,,,,,
273,12/20/15 02:00:00 AM,33.756,,,,,
274,12/20/15 03:00:00 AM,33.830,,,,,
275,12/20/15 04:00:00 AM,33.916,,,,,
276,12/20/15 05:00:00 AM,34.002,,,,,
277,12/20/15 06:00:00 AM,34.088,,,,,
278,12/20/15 07:00:00 AM,34.162,,,,,
279,12/20/15 08:00:00 AM,34.174,,,,,
280,12/20/15 09:00:00 AM,34.345,,,,,
281,12/20/15 10:00:00 AM,34.602,,,,,
282,12/20/15 11:00:00 AM,34.871,,,,,
283,12/20/15 12:00:00 PM,35.140,,,,,
284,12/20/15 01:00:00 PM,35.407,,,,,
285,12/20/15 02:00:00 PM,35.649,,,,,
286,12/20/15 03:00:00 PM,35.770,,,,,
287,12/20/15 04:00:00 PM,35.697,,,,,
288,12/20/15 05:00:00 PM,35.589,,,,,
289,12/20/15 06:00:00 PM,35.419,,,,,
290,12/20/15 07:00:00 PM,35.237,,,,,
291,12/20/15 08:00:00 PM,35.127,,,,,
292,12/20/15 09:00:00 PM,34.981,,,,,
293,12/20/15 10:00:00 PM,34.871,,,,,
294,12/20/15 11:00:00 PM,34.773,,,,,
295,12/21/15 12:00:00 AM,34.737,,,,,
296,12/21/15 01:00:00 AM,34.713,,,,,
297,12/21/15 02:00:00 AM,34.688,,,,,
298,12/21/15 03:00:00 AM,34.578,,,,,
299,12/21/15 04:00:00 AM,34.480,,,,,
300,12/21/15 05:00:00 AM,34.345,,,,,
301,12/21/15 06:00:00 AM,34.296,,,,,
302,12/21/15 07:00:00 AM,34.235,,,,,
303,12/21/15 08:00:00 AM,34.149,,,,,
304,12/21/15 09:00:00 AM,34.137,,,,,
305,12/21/15 10:00:00 AM,34.309,,,,,
306,12/21/15 11:00:00 AM,34.651,,,,,
307,12/21/15 12:00:00 PM,35.103,,,,,
308,12/21/15 01:00:00 PM,35.661,,,,,
309,12/21/15 02:00:00 PM,36.108,,,,,
310,12/21/15 03:00:00 PM,36.266,,,,,
311,12/21/15 04:00:00 PM,36.084,,,,,
312,12/21/15 05:00:00 PM,35.649,,,,,
313,12/21/15 06:00:00 PM,35.249,,,,,
314,12/21/15 07:00:00 PM,34.895,,,,,
315,12/21/15 08:00:00 PM,34.602,,,,,
316,12/21/15 09:00:00 PM,34.358,,,,,
317,12/21/15 10:00:00 PM,34.198,,,,,
318,12/21/15 11:00:00 PM,34.088,,,,,
319,12/22/15 12:00:00 AM,34.027,,,,,
320,12/22/15 01:00:00 AM,33.966,,,,,
321,12/22/15 02:00:00 AM,33.867,,,,,
322,12/22/15 03:00:00 AM,33.793,,,,,
323,12/22/15 04:00:00 AM,33.831,,,,,
324,12/22/15 05:00:00 AM,33.855,,,,,
325,12/22/15 06:00:00 AM,33.891,,,,,
326,12/22/15 07:00:00 AM,33.879,,,,,
327,12/22/15 08:00:00 AM,33.879,,,,,
328,12/22/15 09:00:00 AM,33.916,,,,,
329,12/22/15 10:00:00 AM,34.088,,,,,
330,12/22/15 11:00:00 AM,34.553,,,,,
331,12/22/15 12:00:00 PM,35.054,,,,,
332,12/22/15 01:00:00 PM,35.480,,,,,
333,12/22/15 02:00:00 PM,35.757,,,,,
334,12/22/15 03:00:00 PM,35.964,,,,,
335,12/22/15 04:00:00 PM,35.891,,,,,
336,12/22/15 05:00:00 PM,35.637,,,,,
337,12/22/15 06:00:00 PM,35.346,,,,,
338,12/22/15 07:00:00 PM,35.042,,,,,
339,12/22/15 08:00:00 PM,34.920,,,,,
340,12/22/15 09:00:00 PM,34.858,,,,,
341,12/22/15 10:00:00 PM,34.798,,,,,
342,12/22/15 11:00:00 PM,34.713,,,,,
343,12/23/15 12:00:00 AM,34.676,,,,,
344,12/23/15 01:00:00 AM,34.640,,,,,
345,12/23/15 02:00:00 AM,34.541,,,,,
346,12/23/15 03:00:00 AM,34.358,,,,,
347,12/23/15 04:00:00 AM,34.173,,,,,
348,12/23/15 05:00:00 AM,33.941,,,,,
349,12/23/15 06:00:00 AM,33.732,,,,,
350,12/23/15 07:00:00 AM,33.521,,,,,
351,12/23/15 08:00:00 AM,33.373,,,,,
352,12/23/15 09:00:00 AM,33.336,,,,,
353,12/23/15 10:00:00 AM,33.460,,,,,
354,12/23/15 11:00:00 AM,33.756,,,,,
355,12/23/15 12:00:00 PM,34.272,,,,,
356,12/23/15 01:00:00 PM,34.993,,,,,
357,12/23/15 02:00:00 PM,35.564,,,,,
358,12/23/15 03:00:00 PM,35.843,,,,,
359,12/23/15 04:00:00 PM,35.721,,,,,
360,12/23/15 05:00:00 PM,35.383,,,,,
361,12/23/15 06:00:00 PM,35.030,,,,,
362,12/23/15 07:00:00 PM,34.725,,,,,
363,12/23/15 08:00:00 PM,34.516,,,,,
364,12/23/15 09:00:00 PM,34.382,,,,,
365,12/23/15 10:00:00 PM,34.320,,,,,
366,12/23/15 11:00:00 PM,34.320,,,,,
367,12/24/15 12:00:00 AM,34.284,,,,,
368,12/24/15 01:00:00 AM,34.284,,,,,
369,12/24/15 02:00:00 AM,34.320,,,,,
370,12/24/15 03:00:00 AM,34.358,,,,,
371,12/24/15 04:00:00 AM,34.358,,,,,
372,12/24/15 05:00:00 AM,34.247,,,,,
373,12/24/15 06:00:00 AM,34.088,,,,,
374,12/24/15 07:00:00 AM,33.916,,,,,
375,12/24/15 08:00:00 AM,33.731,,,,,
376,12/24/15 09:00:00 AM,33.620,,,,,
377,12/24/15 10:00:00 AM,33.645,,,,,
378,12/24/15 11:00:00 AM,33.855,,,,,
379,12/24/15 12:00:00 PM,34.198,,,,,
380,12/24/15 01:00:00 PM,34.724,,,,,
381,12/24/15 02:00:00 PM,35.225,,,,,
382,12/24/15 03:00:00 PM,35.553,,,,,
383,12/24/15 04:00:00 PM,35.565,,,,,
384,12/24/15 05:00:00 PM,35.346,,,,,
385,12/24/15 06:00:00 PM,35.042,,,,,
386,12/24/15 07:00:00 PM,34.712,,,,,
387,12/24/15 08:00:00 PM,34.431,,,,,
388,12/24/15 09:00:00 PM,34.198,,,,,
389,12/24/15 10:00:00 PM,33.953,,,,,
390,12/24/15 11:00:00 PM,33.769,,,,,
391,12/25/15 12:00:00 AM,33.706,,,,,
392,12/25/15 01:00:00 AM,33.657,,,,,
393,12/25/15 02:00:00 AM,33.732,,,,,
394,12/25/15 03:00:00 AM,33.756,,,,,
395,12/25/15 04:00:00 AM,33.768,,,,,
396,12/25/15 05:00:00 AM,33.805,,,,,
397,12/25/15 06:00:00 AM,33.831,,,,,
398,12/25/15 07:00:00 AM,33.867,,,,,
399,12/25/15 08:00:00 AM,33.904,,,,,
400,12/25/15 09:00:00 AM,33.916,,,,,
401,12/25/15 10:00:00 AM,33.891,,,,,
402,12/25/15 11:00:00 AM,34.002,,,,,
403,12/25/15 12:00:00 PM,34.198,,,,,
404,12/25/15 01:00:00 PM,34.431,,,,,
405,12/25/15 02:00:00 PM,34.761,,,,,
406,12/25/15 03:00:00 PM,35.067,,,,,
407,12/25/15 04:00:00 PM,35.285,,,,,
408,12/25/15 05:00:00 PM,35.419,,,,,
409,12/25/15 06:00:00 PM,35.480,,,,,
410,12/25/15 07:00:00 PM,35.419,,,,,
411,12/25/15 08:00:00 PM,35.310,,,,,
412,12/25/15 09:00:00 PM,35.261,,,,,
413,12/25/15 10:00:00 PM,35.200,,,,,
414,12/25/15 11:00:00 PM,35.152,,,,,
415,12/26/15 12:00:00 AM,35.140,,,,,
416,12/26/15 01:00:00 AM,35.030,,,,,
417,12/26/15 02:00:00 AM,34.431,,,,,
418,12/26/15 03:00:00 AM,33.756,,,,,
419,12/26/15 04:00:00 AM,33.521,,,,,
420,12/26/15 05:00:00 AM,33.422,,,,,
421,12/26/15 06:00:00 AM,33.299,,,,,
422,12/26/15 07:00:00 AM,33.410,,,,,
423,12/26/15 08:00:00 AM,33.485,,,,,
424,12/26/15 09:00:00 AM,33.336,,,,,
425,12/26/15 10:00:00 AM,33.212,,,,,
426,12/26/15 11:00:00 AM,33.138,,,,,
427,12/26/15 12:00:00 PM,33.089,,,,,
428,12/26/15 01:00:00 PM,33.064,,,,,
429,12/26/15 02:00:00 PM,33.039,,,,,
430,12/26/15 03:00:00 PM,33.039,,,,,
431,12/26/15 04:00:00 PM,33.039,,,,,
432,12/26/15 05:00:00 PM,33.039,,,,,
433,12/26/15 06:00:00 PM,33.039,,,,,
434,12/26/15 07:00:00 PM,33.039,,,,,
435,12/26/15 08:00:00 PM,33.039,,,,,
436,12/26/15 09:00:00 PM,33.051,,,,,
437,12/26/15 10:00:00 PM,33.039,,,,,
438,12/26/15 11:00:00 PM,33.089,,,,,
439,12/27/15 12:00:00 AM,33.089,,,,,
440,12/27/15 01:00:00 AM,33.125,,,,,
441,12/27/15 02:00:00 AM,33.138,,,,,
442,12/27/15 03:00:00 AM,33.163,,,,,
443,12/27/15 04:00:00 AM,33.200,,,,,
444,12/27/15 05:00:00 AM,33.200,,,,,
445,12/27/15 06:00:00 AM,33.237,,,,,
446,12/27/15 07:00:00 AM,33.249,,,,,
447,12/27/15 08:00:00 AM,33.287,,,,,
448,12/27/15 09:00:00 AM,33.336,,,,,
449,12/27/15 10:00:00 AM,33.336,,,,,
450,12/27/15 11:00:00 AM,33.422,,,,,
451,12/27/15 12:00:00 PM,33.472,,,,,
452,12/27/15 01:00:00 PM,33.546,,,,,
453,12/27/15 02:00:00 PM,33.596,,,,,
454,12/27/15 03:00:00 PM,33.633,,,,,
455,12/27/15 04:00:00 PM,33.633,,,,,
456,12/27/15 05:00:00 PM,33.694,,,,,
457,12/27/15 06:00:00 PM,33.732,,,,,
458,12/27/15 07:00:00 PM,33.756,,,,,
459,12/27/15 08:00:00 PM,33.732,,,,,
460,12/27/15 09:00:00 PM,33.732,,,,,
461,12/27/15 10:00:00 PM,33.732,,,,,
462,12/27/15 11:00:00 PM,33.732,,,,,
463,12/28/15 12:00:00 AM,33.732,,,,,
464,12/28/15 01:00:00 AM,33.732,,,,,
465,12/28/15 02:00:00 AM,33.732,,,,,
466,12/28/15 03:00:00 AM,33.732,,,,,
467,12/28/15 04:00:00 AM,33.732,,,,,
468,12/28/15 05:00:00 AM,33.744,,,,,
469,12/28/15 06:00:00 AM,33.780,,,,,
470,12/28/15 07:00:00 AM,33.780,,,,,
471,12/28/15 08:00:00 AM,33.780,,,,,
472,12/28/15 09:00:00 AM,33.805,,,,,
473,12/28/15 10:00:00 AM,33.831,,,,,
474,12/28/15 11:00:00 AM,33.843,,,,,
475,12/28/15 12:00:00 PM,33.879,,,,,
476,12/28/15 01:00:00 PM,33.928,,,,,
477,12/28/15 02:00:00 PM,33.940,,,,,
478,12/28/15 03:00:00 PM,34.015,,,,,
479,12/28/15 04:00:00 PM,34.063,,,,,
480,12/28/15 05:00:00 PM,34.137,,,,,
481,12/28/15 06:00:00 PM,34.247,,,,,
482,12/28/15 07:00:00 PM,34.296,,,,,
483,12/28/15 08:00:00 PM,34.358,,,,,
484,12/28/15 09:00:00 PM,34.358,,,,,
485,12/28/15 10:00:00 PM,34.320,,,,,
486,12/28/15 11:00:00 PM,34.247,,,,,
487,12/29/15 12:00:00 AM,34.149,,,,,
488,12/29/15 01:00:00 AM,34.075,,,,,
489,12/29/15 02:00:00 AM,33.990,,,,,
490,12/29/15 03:00:00 AM,33.953,,,,,
491,12/29/15 04:00:00 AM,33.928,,,,,
492,12/29/15 05:00:00 AM,33.904,,,,,
493,12/29/15 06:00:00 AM,33.891,,,,,
494,12/29/15 07:00:00 AM,33.879,,,,,
495,12/29/15 08:00:00 AM,33.879,,,,,
496,12/29/15 09:00:00 AM,33.879,,,,,
497,12/29/15 10:00:00 AM,33.891,,,,,
498,12/29/15 11:00:00 AM,33.928,,,,,
499,12/29/15 12:00:00 PM,33.990,,,,,
500,12/29/15 01:00:00 PM,34.075,,,,,
501,12/29/15 02:00:00 PM,34.149,,,,,
502,12/29/15 03:00:00 PM,34.284,,,,,
503,12/29/15 04:00:00 PM,34.419,,,,,
504,12/29/15 05:00:00 PM,34.541,,,,,
505,12/29/15 06:00:00 PM,34.603,,,,,
506,12/29/15 07:00:00 PM,34.565,,,,,
507,12/29/15 08:00:00 PM,34.529,,,,,
508,12/29/15 09:00:00 PM,34.468,,,,,
509,12/29/15 10:00:00 PM,34.395,,,,,
510,12/29/15 11:00:00 PM,34.358,,,,,
511,12/30/15 12:00:00 AM,34.320,,,,,
512,12/30/15 01:00:00 AM,34.247,,,,,
513,12/30/15 02:00:00 AM,34.174,,,,,
514,12/30/15 03:00:00 AM,34.124,,,,,
515,12/30/15 04:00:00 AM,34.051,,,,,
516,12/30/15 05:00:00 AM,34.027,,,,,
517,12/30/15 06:00:00 AM,33.990,,,,,
518,12/30/15 07:00:00 AM,33.978,,,,,
519,12/30/15 08:00:00 AM,33.966,,,,,
520,12/30/15 09:00:00 AM,33.928,,,,,
521,12/30/15 10:00:00 AM,33.928,,,,,
522,12/30/15 11:00:00 AM,33.966,,,,,
523,12/30/15 12:00:00 PM,34.063,,,,,
524,12/30/15 01:00:00 PM,34.198,,,,,
525,12/30/15 02:00:00 PM,34.382,,,,,
526,12/30/15 03:00:00 PM,34.590,,,,,
